Experiment 🧪,Model 🤗,Prefill (s),Per Token (s),Decode (tokens/s),Energy (tokens/kWh),Memory (MB),Backend 🏭,Precision 📥,Quantization 🗜️,Attention 👁️,Kernel ⚛️,Architecture 🏛️,End-to-End (s),Open LLM Score (%),Params (B)
4bit-gptq-exllama-v2-eager,Deci/DeciLM-7B,0.785,0.7411553955078125,1.349,26056.311,4514.272,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,DeciLMForCausalLM,47.48,14.95,7
4bit-gptq-exllama-v2-fa2,Deci/DeciLM-7B,0.788,0.7406415100097656,1.35,26064.4,4514.272,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,DeciLMForCausalLM,47.45,14.95,7
4bit-gptq-exllama-v1-fa2,Deci/DeciLM-7B,0.784,0.7410007019042969,1.35,26059.466,4514.272,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,DeciLMForCausalLM,47.47,14.95,7
8bit-bnb-fa2,Deci/DeciLM-7B,0.128,0.1201863861083984,8.314,182153.099,7514.468,pytorch,float16,BnB.8bit,FAv2,No Kernel,DeciLMForCausalLM,7.708,14.95,7
8bit-bnb-eager,Deci/DeciLM-7B,0.125,0.1184933929443359,8.418,186564.949,7514.468,pytorch,float16,BnB.8bit,Eager,No Kernel,DeciLMForCausalLM,7.601,14.95,7
8bit-bnb-eager,Deci/DeciLM-7B,0.124,0.116764175415039,8.561,180274.661,7514.468,pytorch,float16,BnB.8bit,Eager,No Kernel,DeciLMForCausalLM,7.513,14.95,7
8bit-bnb-fa2,Deci/DeciLM-7B,0.124,0.1157041091918945,8.629,181059.178,7514.468,pytorch,float16,BnB.8bit,FAv2,No Kernel,DeciLMForCausalLM,7.424,14.95,7
4bit-bnb-fa2,Deci/DeciLM-7B,1.103,0.0778526229858398,12.778,245016.159,4884.62,pytorch,float16,BnB.4bit,FAv2,No Kernel,DeciLMForCausalLM,6.037,14.95,7
4bit-bnb-eager,Deci/DeciLM-7B,1.098,0.077623664855957,12.825,245243.747,4884.62,pytorch,float16,BnB.4bit,Eager,No Kernel,DeciLMForCausalLM,6.018,14.95,7
4bit-bnb-fa2,Deci/DeciLM-7B,1.03,0.0734085121154785,13.589,261126.299,4884.62,pytorch,float16,BnB.4bit,FAv2,No Kernel,DeciLMForCausalLM,5.667,14.95,7
4bit-bnb-eager,Deci/DeciLM-7B,1.029,0.0732021751403808,13.599,261233.584,4884.62,pytorch,float16,BnB.4bit,Eager,No Kernel,DeciLMForCausalLM,5.664,14.95,7
bfloat16-fa2,Deci/DeciLM-7B,1.405,0.0625382709503173,15.985,307510.656,14290.691,pytorch,bfloat16,Unquantized,FAv2,No Kernel,DeciLMForCausalLM,5.347,14.95,7
bfloat16-eager,Deci/DeciLM-7B,1.403,0.0625054893493652,15.997,308353.443,14290.691,pytorch,bfloat16,Unquantized,Eager,No Kernel,DeciLMForCausalLM,5.341,14.95,7
bfloat16-eager,Deci/DeciLM-7B,1.311,0.0615694236755371,16.239,312784.629,14290.691,pytorch,bfloat16,Unquantized,Eager,No Kernel,DeciLMForCausalLM,5.191,14.95,7
float16-fa2,Deci/DeciLM-7B,0.217,0.0614731349945068,16.243,312514.285,14290.691,pytorch,float16,Unquantized,FAv2,No Kernel,DeciLMForCausalLM,4.096,14.95,7
bfloat16-fa2,Deci/DeciLM-7B,1.311,0.0615354881286621,16.247,313547.621,14290.691,pytorch,bfloat16,Unquantized,FAv2,No Kernel,DeciLMForCausalLM,5.189,14.95,7
float16-eager,Deci/DeciLM-7B,0.214,0.0613439502716064,16.274,312511.326,14290.691,pytorch,float16,Unquantized,Eager,No Kernel,DeciLMForCausalLM,4.086,14.95,7
float16-fa2,Deci/DeciLM-7B,0.199,0.0605189914703369,16.493,318190.942,14290.691,pytorch,float16,Unquantized,FAv2,No Kernel,DeciLMForCausalLM,4.02,14.95,7
float16-eager,Deci/DeciLM-7B,0.198,0.0605130558013916,16.495,317929.692,14290.691,pytorch,float16,Unquantized,Eager,No Kernel,DeciLMForCausalLM,4.016,14.95,7
4bit-awq-gemm-fa2,Deci/DeciLM-7B,0.424,0.0406513919830322,24.548,473581.503,4281.177,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,DeciLMForCausalLM,2.994,14.95,7
4bit-awq-gemm-eager,Deci/DeciLM-7B,0.433,0.0404800643920898,24.625,474024.167,4281.177,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,DeciLMForCausalLM,2.99,14.95,7
4bit-awq-gemm-eager,Deci/DeciLM-7B,0.418,0.0404937934875488,24.689,477470.743,4281.177,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,DeciLMForCausalLM,2.979,14.95,7
4bit-awq-gemm-fa2,Deci/DeciLM-7B,0.418,0.0399370727539062,24.967,484744.945,4281.177,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,DeciLMForCausalLM,2.941,14.95,7
4bit-gptq-exllama-v1-eager,Deci/DeciLM-7B,0.196,0.0375622234344482,26.535,680627.521,4373.845,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,DeciLMForCausalLM,2.566,14.95,7
4bit-gptq-exllama-v1-fa2,Deci/DeciLM-7B,0.196,0.03701318359375,30.249,593325.281,4373.845,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,DeciLMForCausalLM,2.286,14.95,7
4bit-awq-gemv-fa2,Deci/DeciLM-7B,0.373,0.0305599203109741,32.616,629143.098,4281.177,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,DeciLMForCausalLM,2.302,14.95,7
4bit-awq-gemv-eager,Deci/DeciLM-7B,0.373,0.0305158720016479,32.667,629166.874,4281.177,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,DeciLMForCausalLM,2.297,14.95,7
4bit-awq-gemv-fa2,Deci/DeciLM-7B,0.374,0.0305713920593261,32.669,633348.402,4281.177,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,DeciLMForCausalLM,2.299,14.95,7
4bit-awq-gemv-eager,Deci/DeciLM-7B,0.372,0.0293988161087036,33.831,653636.319,4281.177,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,DeciLMForCausalLM,2.234,14.95,7
4bit-awq-exllama-v1-eager,Deci/DeciLM-7B,3.243,0.0290613594055175,34.313,660890.8,4251.03,pytorch,float16,AWQ.4bit,Eager,No Kernel,DeciLMForCausalLM,5.079,14.95,7
4bit-gptq-exllama-v2-eager,Deci/DeciLM-7B,0.197,0.0287876634597778,34.53,676392.858,4373.845,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,DeciLMForCausalLM,2.007,14.95,7
4bit-awq-exllama-v1-fa2,Deci/DeciLM-7B,3.244,0.0287908000946044,34.55,668312.45,4251.03,pytorch,float16,AWQ.4bit,FAv2,No Kernel,DeciLMForCausalLM,5.068,14.95,7
4bit-gptq-exllama-v2-fa2,Deci/DeciLM-7B,0.197,0.0286717281341552,34.816,676347.671,4373.845,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,DeciLMForCausalLM,2.003,14.95,7
4bit-awq-exllama-v1-eager,Deci/DeciLM-7B,3.063,0.0281071519851684,35.495,674235.626,4251.03,pytorch,float16,AWQ.4bit,Eager,No Kernel,DeciLMForCausalLM,4.836,14.95,7
4bit-awq-exllama-v1-fa2,Deci/DeciLM-7B,3.064,0.0280120639801025,35.592,688638.0,4251.03,pytorch,float16,AWQ.4bit,FAv2,No Kernel,DeciLMForCausalLM,4.832,14.95,7
8bit-bnb-eager,mistralai/Mistral-7B-v0.1,0.126,0.1245907669067382,8.013,175667.181,7600.134,pytorch,float16,BnB.8bit,Eager,No Kernel,MistralForCausalLM,7.983,14.52,7
8bit-bnb-sdpa,mistralai/Mistral-7B-v0.1,0.119,0.1191289596557617,8.374,184107.155,7600.003,pytorch,float16,BnB.8bit,SDPA,No Kernel,MistralForCausalLM,7.64,14.52,7
4bit-bnb-eager,mistralai/Mistral-7B-v0.1,1.031,0.0760893402099609,13.101,252045.96,4892.021,pytorch,float16,BnB.4bit,Eager,No Kernel,MistralForCausalLM,5.839,14.52,7
4bit-bnb-sdpa,mistralai/Mistral-7B-v0.1,1.026,0.075542911529541,13.187,253820.787,4891.89,pytorch,float16,BnB.4bit,SDPA,No Kernel,MistralForCausalLM,5.802,14.52,7
bfloat16-sdpa,mistralai/Mistral-7B-v0.1,1.319,0.0646855354309082,15.459,298328.761,14577.607,pytorch,bfloat16,Unquantized,SDPA,No Kernel,MistralForCausalLM,5.394,14.52,7
bfloat16-eager,mistralai/Mistral-7B-v0.1,1.315,0.0646045112609863,15.474,298348.864,14577.607,pytorch,bfloat16,Unquantized,Eager,No Kernel,MistralForCausalLM,5.386,14.52,7
float16-sdpa,mistralai/Mistral-7B-v0.1,0.203,0.0638350410461425,15.645,301530.535,14577.607,pytorch,float16,Unquantized,SDPA,No Kernel,MistralForCausalLM,4.231,14.52,7
float16-eager,mistralai/Mistral-7B-v0.1,0.207,0.063698766708374,15.682,302136.61,14577.607,pytorch,float16,Unquantized,Eager,No Kernel,MistralForCausalLM,4.224,14.52,7
4bit-gptq-exllama-v1-eager,mistralai/Mistral-7B-v0.1,0.202,0.0388831520080566,25.667,510223.456,4345.861,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,MistralForCausalLM,2.658,14.52,7
4bit-gptq-exllama-v2-eager,mistralai/Mistral-7B-v0.1,0.203,0.0383032321929931,26.017,510351.842,4345.861,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,MistralForCausalLM,2.625,14.52,7
4bit-gptq-exllama-v2-sdpa,mistralai/Mistral-7B-v0.1,0.196,0.0353102874755859,28.291,548374.187,4345.73,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,MistralForCausalLM,2.424,14.52,7
4bit-gptq-exllama-v1-sdpa,mistralai/Mistral-7B-v0.1,0.196,0.0340239200592041,29.285,565541.535,4345.73,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,MistralForCausalLM,2.348,14.52,7
8bit-bnb-eager,TencentARC/Mistral_Pro_8B_v0.1,0.166,0.1630153274536132,6.123,134365.893,9358.128,pytorch,float16,BnB.8bit,Eager,No Kernel,MistralForCausalLM,10.449,14.2,8
8bit-bnb-sdpa,TencentARC/Mistral_Pro_8B_v0.1,0.157,0.1547769317626953,6.445,141420.987,9358.128,pytorch,float16,BnB.8bit,SDPA,No Kernel,MistralForCausalLM,9.927,14.2,8
4bit-bnb-eager,TencentARC/Mistral_Pro_8B_v0.1,1.328,0.0969746551513671,10.282,197139.485,5886.764,pytorch,float16,BnB.4bit,Eager,No Kernel,MistralForCausalLM,7.461,14.2,8
4bit-bnb-sdpa,TencentARC/Mistral_Pro_8B_v0.1,1.321,0.0962927360534668,10.355,198883.474,5886.632,pytorch,float16,BnB.4bit,SDPA,No Kernel,MistralForCausalLM,7.41,14.2,8
4bit-bnb-eager,TencentARC/Mistral_Pro_8B_v0.1,1.332,0.0961569595336914,10.38,199382.475,5886.764,pytorch,float16,BnB.4bit,Eager,No Kernel,MistralForCausalLM,7.406,14.2,8
4bit-awq-gemm-sdpa,TencentARC/Mistral_Pro_8B_v0.1,0.495,0.0702909469604492,14.213,288615.972,5189.706,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,MistralForCausalLM,4.934,14.2,8
4bit-awq-gemm-eager,TencentARC/Mistral_Pro_8B_v0.1,0.501,0.0582541446685791,17.124,340154.994,5189.837,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,MistralForCausalLM,4.18,14.2,8
4bit-awq-exllama-v2-sdpa,TencentARC/Mistral_Pro_8B_v0.1,0.26,0.0558866882324218,19.207,471207.419,5259.961,pytorch,float16,AWQ.4bit,SDPA,No Kernel,MistralForCausalLM,3.777,14.2,8
4bit-awq-exllama-v2-eager,TencentARC/Mistral_Pro_8B_v0.1,0.27,0.0461544151306152,21.618,439252.043,5260.092,pytorch,float16,AWQ.4bit,Eager,No Kernel,MistralForCausalLM,3.183,14.2,8
4bit-awq-gemv-eager,TencentARC/Mistral_Pro_8B_v0.1,0.479,0.0455260963439941,21.908,401702.917,5189.837,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,MistralForCausalLM,3.354,14.2,8
4bit-awq-exllama-v1-eager,TencentARC/Mistral_Pro_8B_v0.1,4.042,0.0450648479461669,22.122,418622.084,5138.457,pytorch,float16,AWQ.4bit,Eager,No Kernel,MistralForCausalLM,6.892,14.2,8
4bit-gptq-exllama-v2-eager,TencentARC/Mistral_Pro_8B_v0.1,0.252,0.045010944366455,22.156,438243.299,5283.624,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,MistralForCausalLM,3.095,14.2,8
4bit-gptq-exllama-v1-eager,TencentARC/Mistral_Pro_8B_v0.1,0.251,0.0449694080352783,22.213,438911.456,5283.624,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,MistralForCausalLM,3.089,14.2,8
4bit-awq-gemv-sdpa,TencentARC/Mistral_Pro_8B_v0.1,0.463,0.04226753616333,23.597,450791.545,5189.706,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,MistralForCausalLM,3.132,14.2,8
4bit-awq-exllama-v1-sdpa,TencentARC/Mistral_Pro_8B_v0.1,4.03,0.0418918418884277,23.806,357472.277,5138.326,pytorch,float16,AWQ.4bit,SDPA,No Kernel,MistralForCausalLM,6.679,14.2,8
4bit-gptq-exllama-v2-sdpa,TencentARC/Mistral_Pro_8B_v0.1,0.243,0.0400882873535156,24.907,480702.79,5283.624,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,MistralForCausalLM,2.77,14.2,8
4bit-gptq-exllama-v1-sdpa,TencentARC/Mistral_Pro_8B_v0.1,0.244,0.0392157592773437,25.446,489065.847,5283.624,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,MistralForCausalLM,2.72,14.2,8
8bit-bnb-eager,stabilityai/stablelm-2-12b,0.224,0.2027176437377929,4.921,106765.701,13438.292,pytorch,float16,BnB.8bit,Eager,No Kernel,StableLmForCausalLM,12.991,13.86,12
8bit-bnb-sdpa,stabilityai/stablelm-2-12b,0.218,0.1970931167602539,5.064,111843.839,13437.112,pytorch,float16,BnB.8bit,SDPA,No Kernel,StableLmForCausalLM,12.647,13.86,12
4bit-bnb-eager,stabilityai/stablelm-2-12b,1.542,0.1298422546386718,7.685,150653.906,8872.308,pytorch,float16,BnB.4bit,Eager,No Kernel,StableLmForCausalLM,9.73,13.86,12
4bit-bnb-sdpa,stabilityai/stablelm-2-12b,1.539,0.1249733924865722,7.966,153727.918,8872.177,pytorch,float16,BnB.4bit,SDPA,No Kernel,StableLmForCausalLM,9.447,13.86,12
4bit-gptq-exllama-v2-eager,stabilityai/stablelm-2-12b,0.314,0.0757988471984863,13.179,265941.677,8140.423,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,StableLmForCausalLM,5.098,13.86,12
4bit-gptq-exllama-v1-eager,stabilityai/stablelm-2-12b,0.314,0.0754859542846679,13.221,265467.521,8140.423,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,StableLmForCausalLM,5.074,13.86,12
4bit-gptq-exllama-v1-sdpa,stabilityai/stablelm-2-12b,0.306,0.0708064155578613,14.146,283707.365,8135.409,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,StableLmForCausalLM,4.761,13.86,12
4bit-gptq-exllama-v2-sdpa,stabilityai/stablelm-2-12b,0.306,0.0685148162841796,14.582,289860.878,8135.409,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,StableLmForCausalLM,4.625,13.86,12
4bit-gptq-exllama-v2-eager,01-ai/Yi-6B,0.662,0.6120278625488281,1.634,31556.864,4245.898,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,LlamaForCausalLM,39.223,13.6,6
4bit-gptq-exllama-v1-eager,01-ai/Yi-6B,0.66,0.6116809997558594,1.635,31582.094,4245.898,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,LlamaForCausalLM,39.208,13.6,6
4bit-gptq-exllama-v2-sdpa,01-ai/Yi-6B,0.654,0.6113420104980469,1.636,31585.734,4245.767,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,LlamaForCausalLM,39.172,13.6,6
4bit-gptq-exllama-v1-sdpa,01-ai/Yi-6B,0.652,0.6103543701171874,1.639,31630.641,4245.767,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,LlamaForCausalLM,39.112,13.6,6
8bit-bnb-eager,01-ai/Yi-6B,0.123,0.1205838394165039,8.278,181737.295,6816.509,pytorch,float16,BnB.8bit,Eager,No Kernel,LlamaForCausalLM,7.738,13.6,6
8bit-bnb-eager,01-ai/Yi-6B,0.123,0.1195309791564941,8.352,182487.519,6816.507,pytorch,float16,BnB.8bit,Eager,No Kernel,LlamaForCausalLM,7.67,13.6,6
8bit-bnb-sdpa,01-ai/Yi-6B,0.119,0.1166991500854492,8.551,187773.852,6816.509,pytorch,float16,BnB.8bit,SDPA,No Kernel,LlamaForCausalLM,7.49,13.6,6
8bit-bnb-sdpa,01-ai/Yi-6B,0.118,0.115090576171875,8.673,190612.442,6816.507,pytorch,float16,BnB.8bit,SDPA,No Kernel,LlamaForCausalLM,7.385,13.6,6
4bit-bnb-eager,01-ai/Yi-6B,0.864,0.0640867042541503,15.557,298902.749,4535.248,pytorch,float16,BnB.4bit,Eager,No Kernel,LlamaForCausalLM,4.916,13.6,6
4bit-bnb-eager,01-ai/Yi-6B,0.854,0.0635015506744384,15.657,300393.962,4535.25,pytorch,float16,BnB.4bit,Eager,No Kernel,LlamaForCausalLM,4.88,13.6,6
4bit-bnb-sdpa,01-ai/Yi-6B,0.857,0.0636952629089355,15.658,300516.285,4535.117,pytorch,float16,BnB.4bit,SDPA,No Kernel,LlamaForCausalLM,4.883,13.6,6
4bit-bnb-sdpa,01-ai/Yi-6B,0.853,0.0631367359161376,15.776,303001.199,4535.119,pytorch,float16,BnB.4bit,SDPA,No Kernel,LlamaForCausalLM,4.844,13.6,6
bfloat16-sdpa,01-ai/Yi-6B,1.14,0.053686574935913,18.622,358804.217,12248.589,pytorch,bfloat16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,4.523,13.6,6
bfloat16-eager,01-ai/Yi-6B,1.144,0.0536770401000976,18.628,359326.285,12248.589,pytorch,bfloat16,Unquantized,Eager,No Kernel,LlamaForCausalLM,4.526,13.6,6
bfloat16-eager,01-ai/Yi-6B,1.107,0.0534368476867675,18.709,361213.168,12248.591,pytorch,bfloat16,Unquantized,Eager,No Kernel,LlamaForCausalLM,4.474,13.6,6
bfloat16-sdpa,01-ai/Yi-6B,1.102,0.0534405136108398,18.711,360914.587,12248.591,pytorch,bfloat16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,4.469,13.6,6
float16-sdpa,01-ai/Yi-6B,0.183,0.0530358715057373,18.825,363191.637,12248.589,pytorch,float16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,3.53,13.6,6
float16-eager,01-ai/Yi-6B,0.185,0.0528331050872802,18.906,364245.669,12248.589,pytorch,float16,Unquantized,Eager,No Kernel,LlamaForCausalLM,3.518,13.6,6
float16-sdpa,01-ai/Yi-6B,0.171,0.0527687511444091,18.922,365378.008,12248.591,pytorch,float16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,3.501,13.6,6
float16-eager,01-ai/Yi-6B,0.178,0.052569200515747,18.993,366239.289,12248.591,pytorch,float16,Unquantized,Eager,No Kernel,LlamaForCausalLM,3.495,13.6,6
4bit-awq-gemm-eager,01-ai/Yi-6B,0.322,0.0428230876922607,23.306,462963.964,4101.549,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,LlamaForCausalLM,3.025,13.6,6
4bit-awq-gemm-eager,01-ai/Yi-6B,0.315,0.0420089111328125,23.743,474858.586,4101.547,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,LlamaForCausalLM,2.972,13.6,6
4bit-awq-gemm-sdpa,01-ai/Yi-6B,0.323,0.0379851036071777,26.237,508403.361,4101.549,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,LlamaForCausalLM,2.725,13.6,6
4bit-awq-gemm-sdpa,01-ai/Yi-6B,0.316,0.0377842082977294,26.396,517476.638,4101.547,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,LlamaForCausalLM,2.705,13.6,6
4bit-awq-exllama-v1-eager,01-ai/Yi-6B,2.48,0.0338317432403564,29.486,575109.482,4030.242,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,4.614,13.6,6
4bit-awq-gemv-eager,01-ai/Yi-6B,0.312,0.0331344947814941,30.1,578848.154,4102.204,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,LlamaForCausalLM,2.404,13.6,6
4bit-awq-gemv-eager,01-ai/Yi-6B,0.312,0.0321347198486328,31.028,596177.285,4102.202,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,LlamaForCausalLM,2.34,13.6,6
4bit-awq-exllama-v2-eager,01-ai/Yi-6B,0.188,0.032050271987915,31.098,626331.226,4194.021,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,2.212,13.6,6
4bit-gptq-exllama-v1-eager,01-ai/Yi-6B,0.175,0.0320036792755126,31.148,615096.388,4197.068,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,LlamaForCausalLM,2.197,13.6,6
4bit-awq-exllama-v1-eager,01-ai/Yi-6B,2.648,0.0319303522109985,31.23,601100.281,4101.025,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,4.665,13.6,6
4bit-gptq-exllama-v2-eager,01-ai/Yi-6B,0.176,0.0311867036819458,31.936,623479.735,4197.068,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,LlamaForCausalLM,2.15,13.6,6
4bit-awq-exllama-v2-eager,01-ai/Yi-6B,0.185,0.0303849277496337,32.777,654812.844,4194.019,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,2.104,13.6,6
4bit-awq-gemv-sdpa,01-ai/Yi-6B,0.3,0.0286596326828002,34.767,673529.171,4102.204,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,LlamaForCausalLM,2.112,13.6,6
4bit-awq-gemv-sdpa,01-ai/Yi-6B,0.3,0.0280452804565429,35.517,684339.315,4102.202,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,LlamaForCausalLM,2.076,13.6,6
4bit-gptq-exllama-v2-sdpa,01-ai/Yi-6B,0.169,0.0269891681671142,36.822,718461.517,4197.068,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,LlamaForCausalLM,1.875,13.6,6
4bit-awq-exllama-v2-sdpa,01-ai/Yi-6B,0.18,0.027033616065979,36.882,717751.647,4194.021,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,1.891,13.6,6
4bit-awq-exllama-v1-sdpa,01-ai/Yi-6B,2.636,0.0267612476348876,37.224,707773.624,4101.025,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,4.328,13.6,6
4bit-awq-exllama-v2-sdpa,01-ai/Yi-6B,0.177,0.02661803150177,37.393,739940.326,4194.019,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,1.859,13.6,6
4bit-gptq-exllama-v1-sdpa,01-ai/Yi-6B,0.169,0.0264583520889282,37.662,559463.409,4197.068,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,LlamaForCausalLM,1.84,13.6,6
4bit-awq-exllama-v1-sdpa,01-ai/Yi-6B,2.485,0.0262752323150634,37.93,729091.186,4101.023,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,4.145,13.6,6
8bit-bnb-eager,google/recurrentgemma-9b,0.661,0.1593278732299804,6.27,138534.7,10341.048,pytorch,float16,BnB.8bit,Eager,No Kernel,RecurrentGemmaForCausalLM,10.694,13.5,9
4bit-bnb-eager,google/recurrentgemma-9b,1.269,0.0983475685119628,10.14,194439.605,6954.984,pytorch,float16,BnB.4bit,Eager,No Kernel,RecurrentGemmaForCausalLM,7.487,13.5,9
4bit-awq-gemv-eager,google/recurrentgemma-9b,0.811,0.0745258712768554,13.389,331582.712,6740.836,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,RecurrentGemmaForCausalLM,5.512,13.5,9
4bit-awq-gemm-eager,google/recurrentgemma-9b,0.628,0.0698565902709961,14.296,234693.084,6740.836,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,RecurrentGemmaForCausalLM,5.024,13.5,9
4bit-gptq-exllama-v2-eager,google/recurrentgemma-9b,0.567,0.0569548149108886,17.506,340702.122,6846.677,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,RecurrentGemmaForCausalLM,4.163,13.5,9
4bit-gptq-exllama-v1-eager,google/recurrentgemma-9b,0.556,0.0558865604400634,17.821,347634.012,6846.677,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,RecurrentGemmaForCausalLM,4.088,13.5,9
8bit-bnb-eager,meta-llama/Meta-Llama-3-8B,0.131,0.1298194274902343,7.701,169366.608,9177.326,pytorch,float16,BnB.8bit,Eager,No Kernel,LlamaForCausalLM,8.321,13.41,8
8bit-bnb-sdpa,meta-llama/Meta-Llama-3-8B,0.126,0.1241169471740722,7.948,176683.932,9177.194,pytorch,float16,BnB.8bit,SDPA,No Kernel,LlamaForCausalLM,7.957,13.41,8
8bit-bnb-eager,meta-llama/Meta-Llama-3-8B,0.126,0.1253232803344726,7.964,177693.428,9177.326,pytorch,float16,BnB.8bit,Eager,No Kernel,LlamaForCausalLM,8.04,13.41,8
8bit-bnb-sdpa,meta-llama/Meta-Llama-3-8B,0.118,0.118016128540039,8.459,185438.027,9177.194,pytorch,float16,BnB.8bit,SDPA,No Kernel,LlamaForCausalLM,7.569,13.41,8
4bit-bnb-eager,meta-llama/Meta-Llama-3-8B,1.038,0.0796886367797851,12.51,241438.136,6470.131,pytorch,float16,BnB.4bit,Eager,No Kernel,LlamaForCausalLM,6.072,13.41,8
4bit-bnb-eager,meta-llama/Meta-Llama-3-8B,1.032,0.0791368293762207,12.583,242600.326,6470.131,pytorch,float16,BnB.4bit,Eager,No Kernel,LlamaForCausalLM,6.041,13.41,8
4bit-bnb-sdpa,meta-llama/Meta-Llama-3-8B,1.035,0.0788691520690918,12.617,243530.309,6470.0,pytorch,float16,BnB.4bit,SDPA,No Kernel,LlamaForCausalLM,6.03,13.41,8
4bit-bnb-sdpa,meta-llama/Meta-Llama-3-8B,1.031,0.0783370399475097,12.691,244331.362,6470.0,pytorch,float16,BnB.4bit,SDPA,No Kernel,LlamaForCausalLM,5.994,13.41,8
4bit-awq-gemm-eager,meta-llama/Meta-Llama-3-8B,0.407,0.0444620475769042,22.442,438158.061,5852.012,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,LlamaForCausalLM,3.214,13.41,8
4bit-awq-gemm-sdpa,meta-llama/Meta-Llama-3-8B,0.417,0.0416523513793945,23.938,464116.105,5851.88,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,LlamaForCausalLM,3.047,13.41,8
4bit-gptq-exllama-v2-eager,meta-llama/Meta-Llama-3-8B,0.207,0.0362048950195312,27.542,534861.811,5923.053,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,LlamaForCausalLM,2.494,13.41,8
